date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-12-15,73667843.0,49484.0,2408675.0,50000.0,93065.0,7382.0,16362.0,10.0,148.0,1510203.0,149120.0,5079.0,19327996.0,28060.0,322641.0,183259.0,7698.0,89444.0,494209.0,297.0,164059.0,611422.0,9511.0,3090.0,456.0,439.0,147716.0,177.0,102330.0,12873.0,6982223.0,76.0,152.0,184287.0,4300.0,735.0,362.0,25359.0,482187.0,11395.0,302.0,4936.0,1784.0,575329.0,93192.0,1444646.0,633.0,6200.0,,154096.0,21775.0,179718.0,9588.0,3699.0,15450.0,586251.0,14597.0,116087.0,5749.0,88.0,155797.0,202356.0,122609.0,42132.0,5195.0,711.0,18682.0,6912.0,117542.0,20314950.0,13473466.0,530.0,23.0,46.0,31905.0,2431594.0,15870.0,9351.0,3785.0,194900.0,1351510.0,53270.0,1104.0,126372.0,19.0,69.0,130082.0,13457.0,2447.0,5973.0,9565.0,35552638.0,114943.0,7721.0,285763.0,5571.0,9932547.0,629429.0,721.0,1123474.0,577363.0,76776.0,373.0,360630.0,1870576.0,11875.0,184612.0,265024.0,187890.0,92459.0,,47203.0,146710.0,78151.0,41.0,26472.0,148877.0,2307.0,1771.0,92017.0,1638.0,98773.0,365091.0,16252111.0,42250.0,46.0,17587.0,6080.0,86618.0,13392.0,5878.0,11303.0,4.0,11431.0,524.0,1267202.0,,128656.0,678.0,912.0,42148.0,13.0,403619.0,17042.0,110667.0,16913.0,,250180.0,641015.0,36.0,2100.0,4709.0,2361.0,74132.0,19494401.0,,74732.0,41852.0,46869.0,126719.0,445977.0,,113409.0,196987.0,729.0,95353.0,986130.0,451839.0,1147446.0,353576.0,141272.0,565758.0,2682866.0,6832.0,3.0,28.0,278.0,14.0,98.0,2.0,1982.0,1010.0,360155.0,17216.0,277248.0,185.0,2451.0,58341.0,176317.0,98281.0,17.0,4579.0,873679.0,12074231.0,45442.0,3222.0,1762212.0,34121.0,22082.0,5381.0,341029.0,388828.0,9452.0,742.0,12960.0,509.0,4246.0,31.0,3295.0,,6900.0,113241.0,1898447.0,771.0,,28168.0,934161.0,187267.0,1888116.0,16879507.0,21497011.0,10418.0,75241.0,1.0,27.0,108480.0,1405.0,4.0,2085.0,18428.0,11522.0
2020-12-16,74385323.0,49703.0,2429803.0,50637.0,93507.0,7446.0,16407.0,10.0,151.0,1517046.0,150218.0,5106.0,19434660.0,28072.0,325384.0,187336.0,7714.0,89600.0,495841.0,301.0,165897.0,615058.0,9672.0,3152.0,467.0,440.0,148214.0,177.0,103232.0,12873.0,7048347.0,76.0,152.0,186246.0,4449.0,741.0,362.0,25472.0,489005.0,11458.0,308.0,4936.0,1800.0,576731.0,93207.0,1456599.0,633.0,6200.0,,155263.0,21741.0,183045.0,9671.0,3767.0,15789.0,594148.0,14930.0,119779.0,5759.0,88.0,156585.0,203461.0,123153.0,42397.0,5195.0,711.0,19271.0,7026.0,118006.0,20556889.0,13634865.0,532.0,23.0,46.0,32265.0,2449209.0,15974.0,9373.0,3786.0,198387.0,1379238.0,53386.0,1125.0,127557.0,19.0,85.0,130828.0,13474.0,2447.0,6016.0,9597.0,36000232.0,115317.0,7803.0,288567.0,5578.0,9956557.0,636154.0,721.0,1131077.0,578916.0,77197.0,373.0,365042.0,1888144.0,11907.0,187608.0,267585.0,188837.0,92853.0,,47499.0,146971.0,78151.0,41.0,27495.0,150933.0,2365.0,1771.0,92577.0,1678.0,102170.0,367577.0,16323297.0,42845.0,46.0,17587.0,6091.0,87913.0,13402.0,5969.0,11415.0,4.0,11629.0,524.0,1277499.0,,130329.0,685.0,917.0,42563.0,13.0,406970.0,17143.0,111900.0,17276.0,,250916.0,653801.0,37.0,2100.0,4748.0,2361.0,75062.0,19752477.0,,75597.0,42312.0,46986.0,126835.0,448522.0,,115606.0,199947.0,729.0,96209.0,986130.0,452988.0,1159901.0,358296.0,141417.0,571749.0,2708940.0,6954.0,3.0,28.0,278.0,14.0,100.0,2.0,2025.0,1010.0,360335.0,17336.0,282601.0,185.0,2460.0,58353.0,184020.0,100401.0,17.0,4579.0,883687.0,12163787.0,46453.0,3222.0,1773290.0,34737.0,22265.0,5401.0,348585.0,394453.0,9603.0,749.0,13017.0,509.0,4261.0,31.0,3315.0,,6917.0,114547.0,1928165.0,772.0,,28733.0,945218.0,188545.0,1913277.0,17113650.0,21693225.0,10893.0,75538.0,1.0,27.0,108717.0,1405.0,4.0,2085.0,18456.0,11749.0
2020-12-17,75123865.0,49927.0,2450322.0,51424.0,93933.0,7466.0,16484.0,10.0,151.0,1524372.0,151392.0,5124.0,19536557.0,28093.0,328142.0,191460.0,7725.0,89743.0,496975.0,305.0,167731.0,618204.0,9791.0,3152.0,485.0,440.0,148665.0,177.0,104087.0,13014.0,7117046.0,80.0,152.0,188288.0,4611.0,751.0,362.0,25472.0,496390.0,11502.0,310.0,4936.0,1818.0,578732.0,93225.0,1468795.0,643.0,6200.0,,156388.0,21772.0,186963.0,9771.0,3823.0,16190.0,602404.0,15089.0,123813.0,5770.0,88.0,157305.0,204249.0,123701.0,42641.0,5214.0,741.0,20004.0,7093.0,118481.0,20811266.0,13796685.0,534.0,23.0,46.0,32617.0,2467463.0,16118.0,9373.0,3786.0,201368.0,1406161.0,53553.0,1153.0,128710.0,19.0,85.0,131435.0,13485.0,2447.0,6042.0,9597.0,36463326.0,115474.0,7899.0,291549.0,5588.0,9979447.0,643508.0,721.0,1138530.0,580449.0,77678.0,373.0,367975.0,1906377.0,11968.0,190817.0,269806.0,189551.0,93405.0,,47499.0,147192.0,78415.0,41.0,28535.0,153049.0,2400.0,1771.0,93283.0,1713.0,105621.0,370421.0,16394828.0,43279.0,46.0,17587.0,6138.0,89133.0,13418.0,6049.0,11475.0,4.0,11805.0,524.0,1289298.0,,131919.0,700.0,918.0,42995.0,13.0,409746.0,17256.0,113082.0,17607.0,,251692.0,665750.0,37.0,2110.0,4748.0,2506.0,76207.0,20017453.0,,76251.0,42776.0,47192.0,127019.0,451494.0,,117755.0,203295.0,760.0,97028.0,989457.0,454447.0,1171854.0,362616.0,141557.0,577446.0,2736727.0,7032.0,3.0,28.0,279.0,14.0,100.0,2.0,2025.0,1011.0,360516.0,17451.0,287730.0,202.0,2464.0,58377.0,190616.0,102043.0,17.0,4662.0,892813.0,12260354.0,47515.0,3222.0,1785421.0,35387.0,22621.0,5428.0,357466.0,399511.0,9759.0,757.0,13072.0,509.0,4281.0,31.0,3330.0,,6940.0,115966.0,1955680.0,772.0,,29361.0,957692.0,189866.0,1948660.0,17352824.0,21894298.0,11436.0,75538.0,1.0,27.0,109081.0,1407.0,4.0,2087.0,18504.0,11866.0
2020-12-18,75845195.0,50202.0,2469642.0,52004.0,94371.0,7519.0,16562.0,10.0,152.0,1531374.0,152253.0,5138.0,19637040.0,28126.0,330531.0,195422.0,7733.0,89883.0,498293.0,307.0,169648.0,621039.0,9791.0,3152.0,497.0,443.0,149149.0,177.0,104881.0,13014.0,7169899.0,80.0,152.0,190027.0,4832.0,751.0,362.0,25472.0,503584.0,11526.0,311.0,4936.0,1839.0,581135.0,93252.0,1482072.0,643.0,6200.0,,157472.0,21845.0,190235.0,9893.0,3881.0,16647.0,610006.0,15089.0,128321.0,5780.0,88.0,157929.0,205003.0,124280.0,42914.0,5214.0,741.0,20658.0,7202.0,119025.0,21061164.0,13960052.0,534.0,23.0,46.0,32942.0,2483274.0,16182.0,9400.0,3786.0,204003.0,1439938.0,53653.0,1184.0,129584.0,19.0,94.0,132062.0,13511.0,2447.0,6076.0,9627.0,36926576.0,116212.0,7969.0,295977.0,5604.0,10004599.0,650197.0,721.0,1145651.0,581811.0,78254.0,373.0,370152.0,1921778.0,12039.0,193654.0,271514.0,190292.0,93761.0,,48337.0,147531.0,78679.0,41.0,29427.0,154944.0,2546.0,1771.0,93772.0,1749.0,109165.0,372998.0,16469293.0,43728.0,46.0,17587.0,6148.0,90816.0,13444.0,6120.0,11569.0,4.0,12046.0,524.0,1301546.0,,133360.0,715.0,923.0,43390.0,13.0,412393.0,17338.0,114198.0,18041.0,,252474.0,677988.0,37.0,2110.0,4748.0,2560.0,77013.0,20290051.0,,77134.0,43207.0,47289.0,127019.0,454673.0,,119612.0,206310.0,760.0,98296.0,989457.0,456562.0,1182864.0,366952.0,141716.0,582786.0,2764843.0,7105.0,3.0,30.0,280.0,14.0,100.0,2.0,2049.0,1011.0,360690.0,17559.0,292640.0,202.0,2486.0,58386.0,198451.0,103555.0,17.0,4662.0,901538.0,12339288.0,48570.0,3228.0,1797236.0,36049.0,22823.0,5459.0,367120.0,403989.0,9928.0,759.0,13136.0,509.0,4297.0,31.0,3350.0,,6955.0,117582.0,1982090.0,781.0,,30071.0,970758.0,191150.0,1977167.0,17599264.0,22075336.0,11950.0,75675.0,1.0,27.0,109395.0,1410.0,4.0,2087.0,18575.0,12047.0
2020-12-19,76480600.0,50456.0,2490910.0,52542.0,94781.0,7560.0,16626.0,10.0,152.0,1537169.0,153173.0,5155.0,19732723.0,28168.0,332481.0,199127.0,7733.0,90062.0,499560.0,307.0,171579.0,623760.0,9791.0,3152.0,516.0,443.0,149770.0,179.0,105524.0,13014.0,7218141.0,86.0,152.0,191029.0,4954.0,761.0,362.0,25724.0,509757.0,11567.0,311.0,4936.0,1867.0,583355.0,93291.0,1496062.0,643.0,6200.0,,157472.0,21890.0,192987.0,10024.0,3920.0,17057.0,618836.0,15397.0,131606.0,5781.0,88.0,159064.0,205920.0,124891.0,43195.0,5214.0,754.0,21219.0,7305.0,119494.0,21276940.0,14098607.0,539.0,23.0,46.0,33336.0,2500702.0,16182.0,9400.0,3786.0,206907.0,1471238.0,53653.0,1211.0,130485.0,19.0,94.0,132595.0,13532.0,2447.0,6105.0,9648.0,37318082.0,116212.0,8078.0,300022.0,5621.0,10031223.0,657948.0,721.0,1152072.0,583118.0,78776.0,373.0,372886.0,1938083.0,12135.0,196643.0,272797.0,190969.0,94151.0,,48682.0,147775.0,78911.0,41.0,30297.0,156570.0,2546.0,1779.0,93772.0,1797.0,113133.0,375620.0,16542217.0,43728.0,46.0,17587.0,6153.0,91969.0,13474.0,6164.0,11621.0,4.0,12278.0,524.0,1313675.0,,134578.0,723.0,941.0,43709.0,13.0,415226.0,17477.0,115187.0,18437.0,,253184.0,691028.0,37.0,2116.0,4748.0,2612.0,77933.0,20518961.0,,77949.0,43582.0,47337.0,127019.0,457288.0,,121216.0,209584.0,760.0,99157.0,989457.0,458044.0,1194110.0,370787.0,141858.0,587944.0,2792615.0,7232.0,3.0,30.0,282.0,14.0,100.0,2.0,2049.0,1012.0,360848.0,17670.0,296528.0,202.0,2497.0,58403.0,204973.0,105013.0,17.0,4662.0,912477.0,12413008.0,49665.0,3228.0,1797236.0,36667.0,22990.0,5511.0,367120.0,403989.0,10050.0,763.0,13182.0,509.0,4331.0,31.0,3396.0,,6974.0,119151.0,2004285.0,789.0,,30702.0,982937.0,192404.0,2004219.0,17804289.0,22243687.0,12557.0,75806.0,1.0,27.0,109781.0,1411.0,4.0,2087.0,18620.0,12151.0
2020-12-20,77027776.0,50536.0,2509336.0,53003.0,95203.0,7577.0,16644.0,10.0,153.0,1541285.0,153825.0,5163.0,19820214.0,28198.0,334632.0,202088.0,7746.0,90282.0,500713.0,307.0,173523.0,625930.0,9791.0,3167.0,527.0,446.0,150023.0,179.0,105524.0,13014.0,7242625.0,86.0,152.0,191195.0,5160.0,761.0,363.0,25849.0,515826.0,11579.0,311.0,4936.0,1890.0,585546.0,93323.0,1507222.0,666.0,6200.0,,157472.0,21918.0,194962.0,10127.0,3947.0,17476.0,624140.0,15495.0,134434.0,5781.0,88.0,160386.0,206257.0,125555.0,43477.0,5214.0,754.0,21794.0,7427.0,119951.0,21462925.0,14203502.0,546.0,23.0,46.0,33527.0,2513560.0,16182.0,9400.0,3786.0,208638.0,1494009.0,53653.0,1244.0,131072.0,19.0,103.0,132765.0,13545.0,2447.0,6125.0,9674.0,37664975.0,117022.0,8152.0,302989.0,5642.0,10055560.0,664930.0,721.0,1158384.0,584145.0,79542.0,373.0,374760.0,1953185.0,12224.0,199134.0,274949.0,191650.0,94500.0,,48905.0,147979.0,79254.0,41.0,30940.0,158104.0,2546.0,1779.0,94560.0,1829.0,116047.0,377645.0,16606311.0,43728.0,46.0,17633.0,6161.0,93309.0,13493.0,6191.0,11714.0,4.0,12418.0,524.0,1320545.0,,135207.0,728.0,953.0,43955.0,13.0,417125.0,17568.0,116134.0,18714.0,,253772.0,702201.0,37.0,2121.0,4748.0,2659.0,78434.0,20723739.0,,78305.0,43905.0,47372.0,127667.0,458968.0,,122643.0,212339.0,760.0,99789.0,995899.0,459789.0,1202700.0,374121.0,142001.0,591294.0,2821125.0,7293.0,3.0,30.0,287.0,14.0,104.0,2.0,2107.0,1012.0,361010.0,17758.0,300062.0,202.0,2509.0,58422.0,208055.0,105899.0,17.0,4662.0,921922.0,12463469.0,50591.0,3228.0,1797236.0,37261.0,23100.0,5552.0,367120.0,403989.0,10195.0,766.0,13239.0,509.0,4907.0,31.0,3416.0,,7000.0,120687.0,2024601.0,798.0,,31187.0,991700.0,193575.0,2040147.0,17990458.0,22377851.0,13048.0,75933.0,1.0,27.0,110075.0,1413.0,4.0,2087.0,18716.0,12325.0
2020-12-21,77573960.0,50678.0,2526123.0,53425.0,95659.0,7602.0,16686.0,10.0,153.0,1547138.0,154065.0,5176.0,19899642.0,28219.0,336137.0,203593.0,7765.0,90450.0,502183.0,321.0,175416.0,626911.0,10145.0,3167.0,527.0,479.0,150385.0,179.0,106222.0,13622.0,7270270.0,86.0,152.0,192472.0,5301.0,762.0,363.0,25849.0,523454.0,11600.0,316.0,4936.0,1902.0,587993.0,93352.0,1518067.0,666.0,6200.0,,159893.0,21932.0,195728.0,10242.0,3974.0,17718.0,627523.0,15669.0,137632.0,5783.0,88.0,161052.0,206329.0,126273.0,43772.0,5231.0,807.0,22083.0,7562.0,120348.0,21645696.0,14298345.0,547.0,23.0,46.0,33771.0,2519357.0,16345.0,9420.0,3786.0,209462.0,1510652.0,53954.0,1282.0,131597.0,25.0,103.0,132867.0,13578.0,2447.0,6171.0,9674.0,38020698.0,117190.0,8237.0,305130.0,5656.0,10075116.0,671778.0,721.0,1164535.0,585345.0,80267.0,374.0,378259.0,1964054.0,12289.0,200945.0,277448.0,192579.0,94614.0,,49169.0,148209.0,79254.0,41.0,31335.0,159286.0,2546.0,1788.0,95200.0,1849.0,117804.0,379604.0,16660636.0,44582.0,46.0,17633.0,6202.0,95327.0,13501.0,6232.0,11802.0,4.0,12567.0,524.0,1325915.0,,135910.0,742.0,961.0,44284.0,13.0,418002.0,17695.0,116982.0,19299.0,,254514.0,712021.0,37.0,2121.0,4748.0,2724.0,78790.0,20940143.0,,78434.0,44336.0,47557.0,127931.0,460672.0,,123945.0,214038.0,761.0,100612.0,997517.0,461505.0,1207333.0,376220.0,142159.0,593783.0,2850042.0,7402.0,3.0,30.0,287.0,14.0,104.0,2.0,2107.0,1012.0,361178.0,17879.0,303747.0,202.0,2509.0,58432.0,209770.0,106294.0,17.0,4662.0,930711.0,12514078.0,51460.0,3234.0,1819249.0,37631.0,23316.0,5583.0,367120.0,413991.0,10318.0,766.0,13280.0,509.0,5289.0,31.0,3436.0,,7012.0,121718.0,2043704.0,798.0,,31384.0,998678.0,194652.0,2073511.0,18187883.0,22512028.0,13477.0,76048.0,1.0,27.0,110513.0,1414.0,4.0,2087.0,18768.0,12422.0
2020-12-22,78225301.0,50888.0,2546110.0,53814.0,96069.0,7633.0,16802.0,11.0,153.0,1555279.0,154602.0,5199.0,19989587.0,28237.0,337490.0,205877.0,7772.0,90634.0,503501.0,327.0,177274.0,629109.0,10257.0,3167.0,553.0,479.0,151059.0,179.0,106986.0,13622.0,7326935.0,86.0,152.0,194271.0,5461.0,762.0,363.0,25849.0,529978.0,11636.0,316.0,4936.0,1916.0,589189.0,93382.0,1530593.0,693.0,6571.0,,160804.0,21942.0,197323.0,10384.0,4006.0,18004.0,635414.0,15810.0,140175.0,5786.0,88.0,161930.0,206364.0,127061.0,44058.0,5231.0,832.0,22647.0,7715.0,120638.0,21873172.0,14437555.0,550.0,29.0,46.0,34146.0,2531152.0,16410.0,9420.0,3791.0,212526.0,1530180.0,53954.0,1330.0,132430.0,25.0,103.0,133601.0,13578.0,2447.0,6216.0,9763.0,38427722.0,117588.0,8300.0,306368.0,5667.0,10099066.0,678125.0,721.0,1170743.0,586503.0,81228.0,374.0,382487.0,1977370.0,12354.0,203639.0,279892.0,193503.0,94768.0,,49169.0,148507.0,79429.0,41.0,32339.0,160979.0,2546.0,1788.0,95706.0,1891.0,120114.0,381901.0,16725760.0,44809.0,46.0,17633.0,6248.0,97389.0,13524.0,6291.0,11910.0,4.0,12745.0,527.0,1338426.0,,136931.0,756.0,993.0,44542.0,13.0,420648.0,17767.0,117946.0,19629.0,,255236.0,722433.0,38.0,2128.0,4748.0,2803.0,79789.0,21171882.0,,79190.0,44932.0,47648.0,128143.0,462814.0,,125506.0,217202.0,761.0,101544.0,998475.0,462815.0,1214525.0,378656.0,142308.0,598792.0,2878382.0,7511.0,3.0,30.0,303.0,14.0,107.0,2.0,2135.0,1012.0,361359.0,17945.0,307827.0,202.0,2518.0,58461.0,219523.0,107805.0,17.0,4690.0,940212.0,12596181.0,52550.0,3234.0,1829903.0,38059.0,23572.0,5669.0,389439.0,418266.0,10442.0,770.0,13336.0,509.0,5716.0,31.0,3467.0,,7024.0,123323.0,2062960.0,807.0,,31910.0,1007627.0,195878.0,2110314.0,18393673.0,22688917.0,14001.0,76180.0,1.0,27.0,110828.0,1420.0,4.0,2087.0,18881.0,12544.0
2020-12-23,78907343.0,51070.0,2571857.0,54317.0,96549.0,7669.0,16931.0,11.0,154.0,1563865.0,155440.0,5228.0,20079633.0,28262.0,339597.0,208211.0,7788.0,90817.0,504868.0,329.0,179196.0,632321.0,10370.0,3205.0,553.0,519.0,152064.0,182.0,107570.0,13622.0,7372614.0,86.0,152.0,195886.0,5649.0,773.0,363.0,25849.0,536667.0,11668.0,317.0,4948.0,1938.0,590914.0,93412.0,1544826.0,693.0,6571.0,,161942.0,21984.0,200086.0,10500.0,4051.0,18406.0,646312.0,16039.0,143472.0,5789.0,88.0,162496.0,207084.0,127972.0,44328.0,5236.0,877.0,23309.0,7868.0,120989.0,22118112.0,14589946.0,556.0,29.0,46.0,34478.0,2546081.0,16466.0,9469.0,3791.0,214871.0,1554920.0,54043.0,1398.0,133365.0,25.0,105.0,134256.0,13598.0,2447.0,6258.0,9771.0,38865707.0,118036.0,8353.0,308262.0,5683.0,10123778.0,685639.0,721.0,1177004.0,587676.0,82155.0,374.0,385022.0,1991278.0,12423.0,206915.0,281983.0,194257.0,95195.0,,49440.0,148773.0,79659.0,41.0,33484.0,163225.0,2725.0,1798.0,96346.0,1950.0,123992.0,384587.0,16796507.0,45209.0,46.0,17633.0,6261.0,98737.0,13537.0,6347.0,11992.0,4.0,12944.0,527.0,1350079.0,,138213.0,767.0,1006.0,45062.0,13.0,423214.0,17767.0,118869.0,19984.0,,255979.0,733940.0,38.0,2128.0,4790.0,2876.0,80922.0,21417645.0,,79815.0,45455.0,47729.0,128236.0,465070.0,,127376.0,220261.0,761.0,102371.0,1000153.0,464004.0,1226883.0,383258.0,142448.0,604251.0,2905196.0,7598.0,3.0,30.0,305.0,15.0,108.0,2.0,2176.0,1012.0,361536.0,18043.0,312253.0,211.0,2524.0,58482.0,228738.0,109934.0,17.0,4690.0,954258.0,12671646.0,53533.0,3455.0,1842289.0,38639.0,23846.0,5734.0,396048.0,423299.0,10571.0,776.0,13388.0,509.0,5762.0,33.0,3494.0,,7071.0,125000.0,2082610.0,807.0,,32399.0,1018199.0,197124.0,2149551.0,18614460.0,22859537.0,14710.0,76315.0,1.0,27.0,111024.0,1421.0,4.0,2087.0,19122.0,12656.0
2020-12-24,79600674.0,51357.0,2598902.0,54827.0,97007.0,7699.0,17029.0,11.0,154.0,1563865.0,156142.0,5257.0,20168418.0,28274.0,342155.0,210061.0,7788.0,91070.0,506102.0,345.0,181113.0,634904.0,10490.0,3205.0,560.0,519.0,153121.0,182.0,108298.0,14025.0,7430825.0,86.0,152.0,196658.0,5941.0,773.0,363.0,26277.0,543020.0,11688.0,318.0,4948.0,1958.0,594152.0,93439.0,1559766.0,715.0,6571.0,,162990.0,22071.0,202319.0,10717.0,4099.0,18883.0,660461.0,16282.0,146341.0,5800.0,88.0,163654.0,208010.0,128993.0,44619.0,5236.0,951.0,24009.0,8032.0,121399.0,22377546.0,14753915.0,561.0,29.0,46.0,34755.0,2567715.0,16550.0,9469.0,3791.0,216843.0,1587115.0,54043.0,1476.0,134235.0,25.0,105.0,134894.0,13630.0,2447.0,6266.0,9805.0,39311018.0,118036.0,8424.0,311554.0,5683.0,10146845.0,692838.0,721.0,1183182.0,588803.0,83073.0,374.0,389678.0,2009317.0,12519.0,210661.0,283690.0,194993.0,95431.0,,49440.0,149017.0,79845.0,41.0,34754.0,165933.0,2725.0,1798.0,97192.0,2000.0,127647.0,387455.0,16866823.0,45209.0,46.0,17633.0,6277.0,100318.0,13558.0,6441.0,12062.0,4.0,13118.0,527.0,1362564.0,,139435.0,783.0,1063.0,45423.0,13.0,425864.0,18031.0,119788.0,20579.0,,256592.0,745442.0,38.0,2128.0,4790.0,2933.0,81963.0,21655215.0,,80407.0,45931.0,47844.0,128290.0,467222.0,,129080.0,223674.0,780.0,103329.0,1000153.0,465724.0,1239998.0,387636.0,142605.0,608561.0,2934695.0,7670.0,4.0,30.0,305.0,15.0,108.0,2.0,2206.0,1012.0,361725.0,18200.0,316344.0,211.0,2531.0,58495.0,236092.0,112021.0,17.0,4690.0,968563.0,12752028.0,54770.0,3455.0,1854951.0,39231.0,24058.0,5810.0,396048.0,428197.0,10701.0,776.0,13439.0,509.0,5829.0,41.0,3520.0,,7089.0,126752.0,2100712.0,810.0,,32914.0,1030125.0,198435.0,2188587.0,18826055.0,23034372.0,15457.0,76456.0,1.0,27.0,111245.0,1432.0,4.0,2092.0,19234.0,12786.0
2020-12-25,80093832.0,51595.0,2624687.0,55380.0,97441.0,7756.0,17099.0,11.0,155.0,1574554.0,156763.0,5268.0,20254497.0,28297.0,345010.0,211764.0,7788.0,91304.0,507265.0,347.0,183006.0,637246.0,10490.0,3205.0,561.0,576.0,153590.0,182.0,108891.0,14025.0,7452008.0,86.0,152.0,196915.0,6134.0,786.0,363.0,26277.0,548944.0,11696.0,318.0,4948.0,1971.0,595831.0,93475.0,1574707.0,715.0,6571.0,,162990.0,22081.0,203962.0,10900.0,4138.0,19316.0,664863.0,16472.0,149333.0,5804.0,88.0,165035.0,208828.0,130126.0,44892.0,5236.0,992.0,24582.0,8170.0,121880.0,22556841.0,14850546.0,567.0,29.0,46.0,34893.0,2587977.0,16550.0,9497.0,3791.0,218724.0,1587115.0,54043.0,1534.0,134852.0,26.0,112.0,135080.0,13646.0,2447.0,6289.0,9846.0,39589012.0,118659.0,8481.0,314164.0,5683.0,10169118.0,700097.0,721.0,1189203.0,589943.0,84098.0,374.0,394391.0,2028354.0,12597.0,214493.0,285306.0,196216.0,95713.0,,50135.0,149277.0,80025.0,41.0,35420.0,168069.0,2725.0,1798.0,97653.0,2034.0,130623.0,390201.0,16933938.0,45209.0,46.0,17633.0,6339.0,101565.0,13583.0,6488.0,12112.0,4.0,13264.0,527.0,1372243.0,,140250.0,789.0,1069.0,45945.0,13.0,428193.0,18108.0,120546.0,21262.0,,257200.0,755298.0,38.0,2128.0,4790.0,3005.0,82747.0,21802182.0,,80896.0,46248.0,47867.0,128290.0,469482.0,,130598.0,226660.0,780.0,103888.0,1003982.0,467601.0,1249079.0,391782.0,142734.0,612373.0,2963290.0,7743.0,4.0,30.0,305.0,15.0,108.0,2.0,2231.0,1014.0,361903.0,18369.0,320167.0,211.0,2549.0,58509.0,241156.0,113815.0,17.0,4690.0,983359.0,12807037.0,55902.0,3455.0,1854951.0,39782.0,24341.0,5880.0,396048.0,428197.0,10821.0,780.0,13475.0,509.0,5910.0,41.0,3546.0,,7097.0,128578.0,2118255.0,829.0,,33360.0,1041583.0,199665.0,2221312.0,18951579.0,23179675.0,15848.0,76568.0,1.0,27.0,111603.0,1439.0,4.0,2092.0,19571.0,12880.0
